IdTipoMovimiento;TipoMovimiento;Tipo;FechaJornada;Hora;idPostcosecha;Postcosecha;idFinca;Finca;Propia;idBloque;Bloque;idProducto;Producto;idVariedad;Variedad;idGrado;Grado;Ramos;Tallos;idCausa;Causa
NCC;NO CONFORMIDAD CULTIVO;N;44621;8;4;Armonía;4;Armonía;VERDADERO;687;BL 03;1;ROSES;22;ATTACHE;6;SINCLA;3;130;70;TALLO DÉBIL
NCC;NO CONFORMIDAD CULTIVO;N;44621;8;4;Armonía;4;Armonía;VERDADERO;686;BL 06;1;ROSES;284;DONNA;6;SINCLA;13;500;70;TALLO DÉBIL
NCC;NO CONFORMIDAD CULTIVO;N;44621;8;4;Armonía;4;Armonía;VERDADERO;696;BL 07;1;ROSES;132;AKITO;6;SINCLA;25;965;68;TALLO CORTO
NCC;NO CONFORMIDAD CULTIVO;N;44621;10;4;Armonía;4;Armonía;VERDADERO;692;BL 10;1;ROSES;61;JADE;6;SINCLA;6;240;8;CABEZA MENOR A 4,5 CM
NCC;NO CONFORMIDAD CULTIVO;N;44621;8;4;Armonía;4;Armonía;VERDADERO;692;BL 10;1;ROSES;1129;GREEN TEA;6;SINCLA;2;80;8;CABEZA MENOR A 4,5 CM
NCC;NO CONFORMIDAD CULTIVO;N;44621;8;4;Armonía;4;Armonía;VERDADERO;692;BL 10;1;ROSES;1129;GREEN TEA;6;SINCLA;4;170;68;TALLO CORTO
NCC;NO CONFORMIDAD CULTIVO;N;44621;8;4;Armonía;4;Armonía;VERDADERO;706;BL 11;1;ROSES;107;SKYLINE;6;SINCLA;4;160;8;CABEZA MENOR A 4,5 CM
NCC;NO CONFORMIDAD CULTIVO;N;44621;8;4;Armonía;4;Armonía;VERDADERO;706;BL 11;1;ROSES;3590;STARDUST;6;SINCLA;3;120;8;CABEZA MENOR A 4,5 CM
NCC;NO CONFORMIDAD CULTIVO;N;44621;8;4;Armonía;4;Armonía;VERDADERO;701;BL 14;1;ROSES;51;GEISHA;6;SINCLA;3;90;8;CABEZA MENOR A 4,5 CM
NCC;NO CONFORMIDAD CULTIVO;N;44621;8;4;Armonía;4;Armonía;VERDADERO;701;BL 14;1;ROSES;1489;GOLD STAR;6;SINCLA;13;510;8;CABEZA MENOR A 4,5 CM
